searched_name,openalex_id,display_name,works_api_url,h_index,works_count,country_code,relevance_score,name_similarity
Hiroki Yamashita,https://openalex.org/A5088043523,Shunichi Yamashita,https://api.openalex.org/works?filter=author.id:A5088043523,79,1064,JP,7020.7715,76.47058823529412
Hiromu Yakura,https://openalex.org/A5051687457,Hiromu Yakura,https://api.openalex.org/works?filter=author.id:A5051687457,14,46,DE,7780.2676,100.0
Hiu Ching Hung,https://openalex.org/A5038502391,Kevin Kei Ching Hung,https://api.openalex.org/works?filter=author.id:A5038502391,25,141,US,3187.1357,70.58823529411764
Hokyun Kim,https://openalex.org/A5100638464,Bokyung Kim,https://api.openalex.org/works?filter=author.id:A5100638464,28,102,US,5462.687,85.71428571428572
Homa Hosseinmardi,https://openalex.org/A5011168888,Homa Hosseinmardi,https://api.openalex.org/works?filter=author.id:A5011168888,13,23,,6802.668,100.0
Hong Chen,https://openalex.org/A5100420423,Hong Chen,https://api.openalex.org/works?filter=author.id:A5100420423,73,1030,CN,16364.061,100.0
Hongyu Zhou,https://openalex.org/A5100783219,Hong-Yu Zhou,https://api.openalex.org/works?filter=author.id:A5100783219,51,291,US,11053.681,95.65217391304348
Hope Schroeder,https://openalex.org/A5018646665,Hope Schroeder,https://api.openalex.org/works?filter=author.id:A5018646665,5,15,US,4026.842,100.0
Horacio Samaniego,https://openalex.org/A5022414281,Horacio Samaniego,https://api.openalex.org/works?filter=author.id:A5022414281,13,49,CL,6036.3013,100.0
Hua Shen,https://openalex.org/A5006294869,Chunhua Shen,https://api.openalex.org/works?filter=author.id:A5006294869,122,856,US,19925.795,80.0
Huilian Sophie Qiu,https://openalex.org/A5065212478,Huilian Sophie Qiu,https://api.openalex.org/works?filter=author.id:A5065212478,8,22,,4096.5054,100.0
Hyejin Youn,https://openalex.org/A5025745021,Hyejin Youn,https://api.openalex.org/works?filter=author.id:A5025745021,15,57,US,9591.607,100.0
Hyoji Choi,https://openalex.org/A5101468041,Hyoji Choi,https://api.openalex.org/works?filter=author.id:A5101468041,11,21,KR,6288.1484,100.0
Hywel T.P. Williams,https://openalex.org/A5029718403,Hywel T. P. Williams,https://api.openalex.org/works?filter=author.id:A5029718403,29,111,GB,10035.178,97.43589743589743
Iakovos Evdaimon,https://openalex.org/A5056878670,Iakovos Evdaimon,https://api.openalex.org/works?filter=author.id:A5056878670,2,10,FR,1034.7122,100.0
Ian Hutchins,https://openalex.org/A5020639074,B. Ian Hutchins,https://api.openalex.org/works?filter=author.id:A5020639074,20,40,US,8134.1733,88.88888888888889
Ian Lundberg,https://openalex.org/A5071725999,Ian Lundberg,https://api.openalex.org/works?filter=author.id:A5071725999,10,200,US,5022.0317,100.0
Ian van Buskirk,https://openalex.org/A5017420997,Ian Van Buskirk,https://api.openalex.org/works?filter=author.id:A5017420997,2,4,US,1551.1776,100.0
Ignacio Toledo Roman,https://openalex.org/A5025327242,Ignacio Galvarino Toledo Román,https://api.openalex.org/works?filter=author.id:A5025327242,1,1,,94.972015,76.0
Igor Ryazanov,https://openalex.org/A5050851889,Igor Ryazanov,https://api.openalex.org/works?filter=author.id:A5050851889,3,7,RU,1246.9005,100.0
Ilkka Henrik Mäkinen,https://openalex.org/A5043880276,Ilkka Mäkinen,https://api.openalex.org/works?filter=author.id:A5043880276,18,162,,7642.109,78.78787878787878
Ina Ni,https://openalex.org/A5016769592,Ina Ni,https://api.openalex.org/works?filter=author.id:A5016769592,1,2,DE,552.8273,100.0
Indira Sen,https://openalex.org/A5025695582,Indira Sen,https://api.openalex.org/works?filter=author.id:A5025695582,20,54,DE,6440.207,100.0
Inga K. Wohlert,https://openalex.org/A5116842578,Inga K. Wohlert,https://api.openalex.org/works?filter=author.id:A5116842578,0,3,SE,100.7406,100.0
Inga Schwabe,https://openalex.org/A5061914240,Inga Schwabe,https://api.openalex.org/works?filter=author.id:A5061914240,11,41,,3225.5913,100.0
Ingmar Weber,https://openalex.org/A5033656008,Ingmar Weber,https://api.openalex.org/works?filter=author.id:A5033656008,49,378,,18870.18,100.0
Ingo Zettler,https://openalex.org/A5073853084,Ingo Zettler,https://api.openalex.org/works?filter=author.id:A5073853084,51,234,DK,16794.834,100.0
Ioana Gabriela Doleanu,https://openalex.org/A5114970638,Ioana Gabriela Doleanu,https://api.openalex.org/works?filter=author.id:A5114970638,0,1,,120.42835,100.0
Isabel Gebhardt,https://openalex.org/A5061205312,Isabel Gebhardt,https://api.openalex.org/works?filter=author.id:A5061205312,1,4,,930.5903,100.0
Isabelle Langrock,https://openalex.org/A5029529751,Isabelle Langrock,https://api.openalex.org/works?filter=author.id:A5029529751,3,8,FR,1451.9053,100.0
Iuliia Alieva,https://openalex.org/A5000600927,Iuliia Alieva,https://api.openalex.org/works?filter=author.id:A5000600927,6,9,US,2120.346,100.0
Ivan Smirnov,https://openalex.org/A5107856338,Ivan Smirnov,https://api.openalex.org/works?filter=author.id:A5107856338,37,85,US,13786.789,100.0
Ivan Soraperra,https://openalex.org/A5071006314,Ivan Soraperra,https://api.openalex.org/works?filter=author.id:A5071006314,13,67,DE,5628.163,100.0
Ivano Bison,https://openalex.org/A5069671758,Ivano Bison,https://api.openalex.org/works?filter=author.id:A5069671758,12,44,IT,6470.543,100.0
Iyad Rahwan,https://openalex.org/A5009232244,Iyad Rahwan,https://api.openalex.org/works?filter=author.id:A5009232244,49,335,DE,28052.037,100.0
Izabel Pirimai Aguiar,https://openalex.org/A5050820065,Izabel Pirimai Aguiar,https://api.openalex.org/works?filter=author.id:A5050820065,1,1,,814.6853,100.0
JF Bonnefon,https://openalex.org/A5039792659,JF Bonnefon,https://api.openalex.org/works?filter=author.id:A5039792659,0,1,,91.59936,100.0
JISU KIM,https://openalex.org/A5100451477,Jisu Kim,https://api.openalex.org/works?filter=author.id:A5100451477,30,323,KR,9353.502,100.0
Jacob Habinek,https://openalex.org/A5091135953,Jacob Habinek,https://api.openalex.org/works?filter=author.id:A5091135953,5,23,SE,3719.1973,100.0
Jacopo Lenti,https://openalex.org/A5022790022,Jacopo Lenti,https://api.openalex.org/works?filter=author.id:A5022790022,4,22,IT,1519.2794,100.0
Jacopo Nudo,https://openalex.org/A5116001022,Jacopo Nudo,https://api.openalex.org/works?filter=author.id:A5116001022,2,14,,925.5181,100.0
Jacy Reese Anthis,https://openalex.org/A5007178173,Jacy Reese Anthis,https://api.openalex.org/works?filter=author.id:A5007178173,8,45,US,4829.46,100.0
Jad Kabbara,https://openalex.org/A5026429870,Jad Kabbara,https://api.openalex.org/works?filter=author.id:A5026429870,8,32,,3208.723,100.0
Jaehyuk Park,https://openalex.org/A5103005408,Jae-Hyuk Park,https://api.openalex.org/works?filter=author.id:A5103005408,28,121,GB,5927.692,96.0
Jake M. Hofman,https://openalex.org/A5081429241,Jake M. Hofman,https://api.openalex.org/works?filter=author.id:A5081429241,29,80,US,18993.596,100.0
Jakob Ohme,https://openalex.org/A5091891085,Jakob Ohme,https://api.openalex.org/works?filter=author.id:A5091891085,24,88,DE,7847.154,100.0
James Caverlee,https://openalex.org/A5048489384,James Caverlee,https://api.openalex.org/works?filter=author.id:A5048489384,44,285,,16194.888,100.0
James Druckman,https://openalex.org/A5063647785,James Druckman,https://api.openalex.org/works?filter=author.id:A5063647785,76,623,US,32186.12,100.0
James Evans,https://openalex.org/A5071261828,James Evans,https://api.openalex.org/works?filter=author.id:A5071261828,59,765,US,13321.319,100.0
James P Houghton,https://openalex.org/A5055538219,James P. Houghton,https://api.openalex.org/works?filter=author.id:A5055538219,3,11,,1084.0092,96.96969696969697
Jan Bachmann,https://openalex.org/A5110209372,Stephan Bachmann,https://api.openalex.org/works?filter=author.id:A5110209372,28,109,CH,5874.7456,78.57142857142857
Jan Digutsch,https://openalex.org/A5002716088,Jan Digutsch,https://api.openalex.org/works?filter=author.id:A5002716088,6,15,DE,2729.3718,100.0
Jan Karem Höhne,https://openalex.org/A5070855193,Jan Karem Höhne,https://api.openalex.org/works?filter=author.id:A5070855193,16,69,DE,6653.0464,100.0
Jana Jung,https://openalex.org/A5060321935,Jana Jung,https://api.openalex.org/works?filter=author.id:A5060321935,2,7,DE,1111.9924,100.0
Janine Schröder,https://openalex.org/A5044701156,Janine Schröder,https://api.openalex.org/works?filter=author.id:A5044701156,2,12,,549.38055,100.0
Jann Spiess,https://openalex.org/A5061755779,Jann Spiess,https://api.openalex.org/works?filter=author.id:A5061755779,9,52,US,13427.68,100.0
Janos Kertesz,https://openalex.org/A5044033087,János Kertész,https://api.openalex.org/works?filter=author.id:A5044033087,64,391,,24682.633,84.61538461538461
Jar-Der Luo,https://openalex.org/A5071165327,Jar‐Der Luo,https://api.openalex.org/works?filter=author.id:A5071165327,16,59,CN,7737.081,90.9090909090909
Jared R. Curhan,https://openalex.org/A5058593348,Jared R. Curhan,https://api.openalex.org/works?filter=author.id:A5058593348,17,64,US,10890.068,100.0
Jarren Nylund,https://openalex.org/A5092587955,Jarren L. Nylund,https://api.openalex.org/works?filter=author.id:A5092587955,3,10,AU,1381.6572,89.65517241379311
Jason Burton,https://openalex.org/A5070346701,Jason W. Burton,https://api.openalex.org/works?filter=author.id:A5070346701,6,26,DK,4116.833,88.88888888888889
Javier Andreu-Perez,https://openalex.org/A5029626997,Javier Andreu-Pérez,https://api.openalex.org/works?filter=author.id:A5029626997,22,120,GB,12896.425,94.73684210526316
Javier Garcia-Bernardo,https://openalex.org/A5045451254,Javier García-Bernardo,https://api.openalex.org/works?filter=author.id:A5045451254,15,86,NL,6991.504,95.45454545454545
Jayanth Komarneni,https://openalex.org/A5099447640,Jayanth Komarneni,https://api.openalex.org/works?filter=author.id:A5099447640,1,2,US,990.6589,100.0
Jean-Philippe Cointet,https://openalex.org/A5013145810,Jean‐Philippe Cointet,https://api.openalex.org/works?filter=author.id:A5013145810,20,161,FR,11295.758,95.23809523809523
Jeffrey Chan,https://openalex.org/A5068206765,Jeffrey Shi Kai Chan,https://api.openalex.org/works?filter=author.id:A5068206765,34,223,US,9560.512,75.0
Jemima Kang,https://openalex.org/A5047944229,Jemima Kang,https://api.openalex.org/works?filter=author.id:A5047944229,3,8,AU,1680.5442,100.0
Jen Schradie,https://openalex.org/A5011481532,Jen Schradie,https://api.openalex.org/works?filter=author.id:A5011481532,11,51,FR,6433.7393,100.0
Jennah Gosciak,https://openalex.org/A5114336461,Jennah Gosciak,https://api.openalex.org/works?filter=author.id:A5114336461,1,7,US,486.2632,100.0
Jennifer Allen,https://openalex.org/A5027729234,Jennifer D. Allen,https://api.openalex.org/works?filter=author.id:A5027729234,47,154,US,8894.377,90.32258064516128
Jennifer L. Eberhardt,https://openalex.org/A5054094267,Jennifer L. Eberhardt,https://api.openalex.org/works?filter=author.id:A5054094267,30,93,US,18820.74,100.0
Jennifer Lundquist,https://openalex.org/A5033369208,Jennifer Hickes Lundquist,https://api.openalex.org/works?filter=author.id:A5033369208,18,61,US,6623.7646,83.72093023255813
Jens Dörpinghaus,https://openalex.org/A5047464344,Jens Dörpinghaus,https://api.openalex.org/works?filter=author.id:A5047464344,9,77,,3319.7595,100.0
Jens Rupprecht,https://openalex.org/A5109918661,Jens Rupprecht,https://api.openalex.org/works?filter=author.id:A5109918661,17,27,DE,9227.64,100.0
Jermain Kaminski,https://openalex.org/A5063955285,Jermain Kaminski,https://api.openalex.org/works?filter=author.id:A5063955285,11,29,NL,5819.853,100.0
Jesus Cerquides,https://openalex.org/A5014918148,Jesús Cerquides,https://api.openalex.org/works?filter=author.id:A5014918148,24,193,ES,6368.8457,93.33333333333333
Jesus Gomez-Gardeñes,https://openalex.org/A5084972098,Jesús Gómez‐Gardeñes,https://api.openalex.org/works?filter=author.id:A5084972098,53,207,,18692.805,85.0
Ji Eun Kim,https://openalex.org/A5100412989,Ji‐Eun Kim,https://api.openalex.org/works?filter=author.id:A5100412989,50,327,KR,17233.031,90.0
Jia Li,https://openalex.org/A5009049500,Li-Jia Li,https://api.openalex.org/works?filter=author.id:A5009049500,49,128,US,33064.777,80.0
Jiahui Xue,https://openalex.org/A5010431622,Jianxin Xue,https://api.openalex.org/works?filter=author.id:A5010431622,35,226,CN,6240.119,76.19047619047619
Jiamin Li,https://openalex.org/A5100730414,Jiamin Li,https://api.openalex.org/works?filter=author.id:A5100730414,26,273,CN,7732.272,100.0
Jian Kang,https://openalex.org/A5049293054,Jian‐Kang Zhu,https://api.openalex.org/works?filter=author.id:A5049293054,190,739,US,21288.59,72.72727272727273
Jianlong Zhu,https://openalex.org/A5079591013,Jian‐Yong Zhu,https://api.openalex.org/works?filter=author.id:A5079591013,22,82,CN,4384.7803,88.0
Jiaxin Pei,https://openalex.org/A5049055745,Jiaxin Pei,https://api.openalex.org/works?filter=author.id:A5049055745,11,46,CN,3133.2122,100.0
Jiayu Chen,https://openalex.org/A5100380043,Jiayu Chen,https://api.openalex.org/works?filter=author.id:A5100380043,32,217,CN,13102.344,100.0
Jie Hua,https://openalex.org/A5063913041,Jie Hua,https://api.openalex.org/works?filter=author.id:A5063913041,43,197,,11851.27,100.0
Jiebo Luo,https://openalex.org/A5055469774,Jiebo Luo,https://api.openalex.org/works?filter=author.id:A5055469774,97,1209,,37584.703,100.0
Jiho Kwak,https://openalex.org/A5108858557,Jiho. Kwak,https://api.openalex.org/works?filter=author.id:A5108858557,0,1,KR,85.40433,94.73684210526316
Jim Everett,https://openalex.org/A5024663213,Jim A. C. Everett,https://api.openalex.org/works?filter=author.id:A5024663213,30,102,GB,6086.385,78.57142857142857
Jimena Royo-Letelier,https://openalex.org/A5073972555,Jimena Royo-Letelier,https://api.openalex.org/works?filter=author.id:A5073972555,6,10,,4435.1875,100.0
Jinhyuk Yun,https://openalex.org/A5102922371,Jinhyuk Yun,https://api.openalex.org/works?filter=author.id:A5102922371,7,40,KR,2162.2925,100.0
Jisun An,https://openalex.org/A5084955495,Jisun An,https://api.openalex.org/works?filter=author.id:A5084955495,32,184,CN,9415.888,100.0
Jisung Yoon,https://openalex.org/A5091604689,Ji Sung Yoon,https://api.openalex.org/works?filter=author.id:A5091604689,22,117,KR,4446.655,95.65217391304348
Jiyoung Lee,https://openalex.org/A5100447435,Jiyoung Lee,https://api.openalex.org/works?filter=author.id:A5100447435,41,253,KR,12330.843,100.0
Joan Giner-Miguelez,https://openalex.org/A5082864285,Joan Giner-Miguelez,https://api.openalex.org/works?filter=author.id:A5082864285,4,13,ES,2363.0723,100.0
Joanna Demaree-Cotton,https://openalex.org/A5006534173,Joanna Demaree‐Cotton,https://api.openalex.org/works?filter=author.id:A5006534173,8,18,US,4680.4556,95.23809523809523
Joao Pinheiro Neto,https://openalex.org/A5041666003,João Pinheiro Neto,https://api.openalex.org/works?filter=author.id:A5041666003,4,11,DE,5579.2354,94.44444444444444
Joel Mire,https://openalex.org/A5065830601,Joel Mire,https://api.openalex.org/works?filter=author.id:A5065830601,2,6,,807.86523,100.0
Johan Järlehed,https://openalex.org/A5018297686,Johan Järlehed,https://api.openalex.org/works?filter=author.id:A5018297686,10,32,NL,3382.268,100.0
Johan Ugander,https://openalex.org/A5072263832,Johan Ugander,https://api.openalex.org/works?filter=author.id:A5072263832,22,92,US,11627.581,100.0
Johanna Björklund,https://openalex.org/A5102873173,Johanna Björklund,https://api.openalex.org/works?filter=author.id:A5102873173,15,43,SE,5294.0127,100.0
Johanna Hölzl,https://openalex.org/A5115722781,Johanna Hölzl,https://api.openalex.org/works?filter=author.id:A5115722781,1,1,,879.52264,100.0
Johannes Mast,https://openalex.org/A5016430518,Johannes Mast,https://api.openalex.org/works?filter=author.id:A5016430518,6,20,US,2729.8655,100.0
Johannes Müller-Trede,https://openalex.org/A5011996396,Johannes Müller‐Trede,https://api.openalex.org/works?filter=author.id:A5011996396,10,26,ES,4696.4097,95.23809523809523
Johannes Stroebel,https://openalex.org/A5072573663,Johannes Stroebel,https://api.openalex.org/works?filter=author.id:A5072573663,47,175,US,19429.225,100.0
Johannes Wachs,https://openalex.org/A5070274437,Johannes Wachs,https://api.openalex.org/works?filter=author.id:A5070274437,16,78,HU,5034.3384,100.0
John Collins,https://openalex.org/A5006184736,John Collins,https://api.openalex.org/works?filter=author.id:A5006184736,43,318,US,12800.892,100.0
John Joseph Horton,https://openalex.org/A5077125314,John J. Horton,https://api.openalex.org/works?filter=author.id:A5077125314,26,108,US,8899.657,81.25
Jon Kleinberg,https://openalex.org/A5055710645,Jon Kleinberg,https://api.openalex.org/works?filter=author.id:A5055710645,115,563,US,56250.164,100.0
Jonas Fegert,https://openalex.org/A5001365039,Jonas Fegert,https://api.openalex.org/works?filter=author.id:A5001365039,5,35,DE,1952.7048,100.0
Jonas Schlicht,https://openalex.org/A5006251372,Jonas A. Schlicht,https://api.openalex.org/works?filter=author.id:A5006251372,1,3,NL,400.2754,90.32258064516128
Jonathan Ivey,https://openalex.org/A5111084104,Jonathan Ivey,https://api.openalex.org/works?filter=author.id:A5111084104,1,5,,378.47882,100.0
Jonathan Mummolo,https://openalex.org/A5090394090,Jonathan Mummolo,https://api.openalex.org/works?filter=author.id:A5090394090,20,195,US,12277.324,100.0
Jonathan Sakunkoo,https://openalex.org/A5109819791,Jonathan Sakunkoo,https://api.openalex.org/works?filter=author.id:A5109819791,0,5,US,92.71386,100.0
Jonathan St-Onge,https://openalex.org/A5026024797,Jonathan St-Onge,https://api.openalex.org/works?filter=author.id:A5026024797,4,19,CA,1627.8031,100.0
Jorge Barreras,https://openalex.org/A5035315636,Jorge Varela Barreras,https://api.openalex.org/works?filter=author.id:A5035315636,16,46,ES,3235.007,80.0
